CODEILE;BAGUEUR;LIEUDIT;BG;SG;ESPECE;ACTION;CONDREPR;CIRCREPR;BAGUE;DATE;HEURE;SEXE;AGE;COLONIE;SECTEUR;TERRIER;BP;EB;LT;MA;NATURE;RMQTERRIER;PERIODEJN;THEME;CENTRE;PAYS;DEPT;LOCALITE;STADE;LP;MEMO;PRIMAIRE;SECONDAIRE;RECTRICE;COUV;COUD;RG;PL;PR;ASG;CHAMP1;CHAMP2;CHAMP3;CHAMP4;MESURE1;MESURE2;MESURE3;MESURE4
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS75436;28/04/2008;22H50;;;PC1;A;A86;;;;390;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Avec poussin;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56067;29/04/2008;22H10;;;PC1;A;83D;;;;435;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Avec poussin;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67757;29/04/2008;22H15;;;PC1;A;83;;;;430;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS74249;29/04/2008;22H35;;;PC1;B;16;;;45,8;465;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74207;29/04/2008;23H30;;;PC1;A;5;;;;455;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56096;30/04/2008;22H10;;;PC1;B;20;;;;480;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67778;30/04/2008;22H45;;;PC1;A;3D;;;;475;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT85294;30/04/2008;23H00;;;PC1;B;1;;;;415;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT85318;30/04/2008;23H27;;;PC1;B;20;;;45,7;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;233,5;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64752;01/05/2008;00H10;;;PC1;B;38;;;;366;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67702;01/05/2008;22H14;;;PC7;A;1;;;;450;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75435;01/05/2008;22H47;;;PC7;A;2;;;47,5;415;;;;PROG PERS;FRP;FR;83;HYERES;ad;238;Diane;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74204;02/05/2008;00H45;;;PC1;B;17;;;;430;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FX17947;02/05/2008;01H23;;;PC1;B;near 27;;;;383;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75450;02/05/2008;22H00;;;PC10;Chne;dalle;;;48,5;375;;;;PROG PERS;FRP;FR;83;HYERES;ad;234;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75449;02/05/2008;22H24;;;PC10;Chne;dalle;;;49,75;365;;;;PROG PERS;FRP;FR;83;HYERES;ad;241;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75434;02/05/2008;22H35;;;PC10;Chne;dalle;;;46,85;432;;;;PROG PERS;FRP;FR;83;HYERES;ad;235;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75425;02/05/2008;23H00;;;PC10;Chne;dalle;;;47,8;480;;;;PROG PERS;FRP;FR;83;HYERES;ad;237;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75433;02/05/2008;23H25;;;PC10;Chne;dalle;;;47,4;335;;;;PROG PERS;FRP;FR;83;HYERES;ad;231;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75432;02/05/2008;23H43;;;PC10;Chne;dalle;;;51,5;390;;;;PROG PERS;FRP;FR;83;HYERES;ad;230,5;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75431;03/05/2008;00H45;;;PC10;Chne;dalle;;;46,75;410;;;;PROG PERS;FRP;FR;83;HYERES;ad;236;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75430;03/05/2008;01H18;;;PC10;Haut;Bloc;;;46,3;355;;;;PROG PERS;FRP;FR;83;HYERES;ad;234,5;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67702;03/06/2008;23H00;;;PC7;A;1;;;;423;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67709;03/06/2008;23H57;;;PC7;A;4;;;;445;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64777;03/06/2008;23H58;;;PC7;A;5;;;;357;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67714;04/06/2008;00H45;;;PC7;A;1;;;;470;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Rcup GLS;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FX17946;04/06/2008;23H00;;;PC1;C;67G;;;;435;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67774;04/06/2008;23H32;;;PC1;C;60;;;;485;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Palmure droite dchire;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64767;04/06/2008;23H47;;;PC1;C;53;;;;463;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67725;05/06/2008;00H12;;;PC1;C;A66;;;;460;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56100;05/06/2008;00H45;;;PC1;C;53;;;;462;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56051;05/06/2008;01H45;;;PC1;B;22;;;;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75420;05/06/2008;01H50;;;PC1;B;near A22;;;48,9;405;;;;PROG PERS;FRP;FR;83;HYERES;ad;234,5;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74206;05/06/2008;02H26;;;PC1;B;1;;;;390;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT85293;05/06/2008;02H40;;;PC1;A;83;;;;365;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67757;05/06/2008;02H41;;;PC1;A;83;;;;395;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56099;05/06/2008;22H45;;;PC1;B;16;;;;497;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56094;05/06/2008;23H00;;;PC1;B;20D;;;;525;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74249;05/06/2008;23H15;;;PC1;B;16;;;;435;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67725;06/06/2008;01H25;;;PC1;C;A66;;;;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75419;06/06/2008;01H33;;;PC1;C;70;;;45,9;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;223,2;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75410;01/07/2008;23H20;;;PC1;B;23;;;48,3;485;;;;PROG PERS;FRP;FR;83;HYERES;ad;241;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75409;02/07/2008;00H05;;;PC1;A;6;;;46,5;385;;;;PROG PERS;FRP;FR;83;HYERES;juv;231;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75408;02/07/2008;00H30;;;PC1;A;85;;;49,6;450;;;;PROG PERS;FRP;FR;83;HYERES;juv;227;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75407;02/07/2008;01H00;;;PC1;A;A3;;;47,9;415;;;;PROG PERS;FRP;FR;83;HYERES;juv;232,5;M?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75406;02/07/2008;01H35;;;PC1;A;83D;;;47;430;;;;PROG PERS;FRP;FR;83;HYERES;juv;238;F?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75440;02/07/2008;02H30;;;PC1;C;near 61;;;46,4;430;;;;PROG PERS;FRP;FR;83;HYERES;juv;227,5;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75441;02/07/2008;03H05;;;PC1;C;near 67;;;45,5;415;;;;PROG PERS;FRP;FR;83;HYERES;juv;223;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75442;02/07/2008;03H05;;;PC1;C;near 67;;;44,6;430;;;;PROG PERS;FRP;FR;83;HYERES;juv;226;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75443;02/07/2008;22H50;;;PC1;B;near 25;;;45,8;375;;;;PROG PERS;FRP;FR;83;HYERES;juv;229;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75444;03/07/2008;00H26;;;PC1;B;1;;;46,4;467;;;;PROG PERS;FRP;FR;83;HYERES;juv;229,5;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67725;03/07/2008;01H30;;;PC1;C;A66;;;;365;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Dans terrier;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75445;03/07/2008;01H36;;;PC1;C;A66;;;46,6;505;;;;PROG PERS;FRP;FR;83;HYERES;juv;221;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75446;03/07/2008;02H05;;;PC1;C;A68;;;46,1;575;;;;PROG PERS;FRP;FR;83;HYERES;juv;185;Duvet tte et cul;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75447;03/07/2008;02H40;;;PC1;A;near 5/3D;;;49;410;;;;PROG PERS;FRP;FR;83;HYERES;juv;224;Peu duvet;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS75448;03/07/2008;03H09;;;PC1;A;83;;;46,6;375;;;;PROG PERS;FRP;FR;83;HYERES;juv;213;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56086;03/07/2008;23H00;;;PC1;B;1G;;;;455;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56051;03/07/2008;23H23;;;PC1;B;22;;;;440;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56092;03/07/2008;23H50;;;PC1;B;20D;;;;440;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS75446;17/07/2008;23H37;;;PC1;C;A68;;;;430;;;;PROG PERS;FRP;FR;83;HYERES;juv;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56099;23/02/2009;19H50;;;PC1;B;16;;;;470;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56051;23/02/2009;20H48;;;PC1;B;22;;;;455;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77803;24/02/2009;19H30;;;PC10;Chne;bas;;;48,2;445;;;;PROG PERS;FRP;FR;83;HYERES;ad;241,5;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77804;24/02/2009;19H50;;;PC10;Chne;milieu;;;48,3;435;;;;PROG PERS;FRP;FR;83;HYERES;ad;241,5;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77805;24/02/2009;20H12;;;PC10;Chne;milieu;;;49,1;432;;;;PROG PERS;FRP;FR;83;HYERES;ad;243,5;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77806;24/02/2009;20H26;M?;;PC10;Chne;milieu;;;48,8;420;;;;PROG PERS;FRP;FR;83;HYERES;ad;241,5;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77807;24/02/2009;20H47;;;PC10;Chne;milieu;;;51,4;457;;;;PROG PERS;FRP;FR;83;HYERES;ad;244,5;SD, Terrier;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77808;24/02/2009;21H05;;;PC10;Chne;dalle;;;50,7;410;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77809;24/02/2009;21H23;;;PC10;Chne;sous;;;48,5;430;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;SD, Terrier;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77810;24/02/2009;21H44;;;PC10;Chne;sous;;;46,9;448;;;;PROG PERS;FRP;FR;83;HYERES;ad;243;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77811;24/02/2009;22H13;;;PC10;Lentisque M;Bloc;;;46,2;388;;;;PROG PERS;FRP;FR;83;HYERES;ad;237;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77812;24/02/2009;22H26;;;PC10;Lentisque M;Bloc;;;46,5;372;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56098;25/02/2009;00H14;;;PC1;A;A3;;;;426;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT85342;25/02/2009;00H14;;;PC1;A;A3;;;;445;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77813;25/02/2009;00H54;;;PC1;C;near A66;;;48,3;340;;;;PROG PERS;FRP;FR;83;HYERES;ad;235,5;SD;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FX17947;25/02/2009;19H24;;;PC1;B;28;;;;420;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77814;25/02/2009;19H26;;;PC1;B;24;;;47,5;460;;;;PROG PERS;FRP;FR;83;HYERES;ad;242,5;MC;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56096;25/02/2009;19H28;;;PC1;B;20;;;;445;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77815;25/02/2009;19H45;;;PC1;A;84;;;51,6;433;;;;PROG PERS;FRP;FR;83;HYERES;ad;245,5;OL;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64751;25/02/2009;20H05;;;PC1;B;24;;;;365;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67761;25/02/2009;20H40;;;PC1;B;23;;;;395;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67725;25/02/2009;22H17;;;PC1;B;A66;;;;395;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74205;25/02/2009;22H19;;;PC1;B;A66;;;;445;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77816;25/02/2009;22H55;;;PC1;B;85;;;47,7;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;;ML;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FX17946;26/02/2009;19H25;;;PC1;C;67G;;;;428;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FX17944;26/02/2009;19H28;;;PC1;C;55;;;;402;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT85278;26/02/2009;19H40;;;PC1;C;60;;;;420;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74240;26/02/2009;19H50;;;PC1;C;67G;;;;414;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56100;26/02/2009;20H00;;;PC1;C;53;;;;427;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FT67774;26/02/2009;20H08;;;PC1;C;60;;;;448;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56065;26/02/2009;20H41;;;PC1;C;67M;;;;437;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56074;26/02/2009;20H53;;;PC1;C;67;;;;386;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64779;26/02/2009;21H10;;;PC1;C;64;;;;420;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74234;26/02/2009;21H55;;;PC1;C;A68;;;;472;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77817;26/02/2009;21H50;;;PC1;C;A68;;;46,9;384;;;;PROG PERS;FRP;FR;83;HYERES;ad;235,5;OL;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS74236;26/04/2009;21H50;;;PC1;B;22/A22;;;;400;;;;PROG PERS;FRP;FR;83;HYERES;ad;;Prospecteur?;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56051;26/04/2009;22H20;;;PC1;B;22;;;;475;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS64792;26/04/2009;22H37;;;PC1;B;near 17;;;47,3;380;;;;PROG PERS;FRP;FR;83;HYERES;ad;238;"Prospecteur?; va vers 18 qd relch";;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56096;26/04/2009;23H20;;;PC1;B;22/A22;;;;475;;;;PROG PERS;FRP;FR;83;HYERES;ad;;relch 20;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77823;27/04/2009;00H27;;;PC1;C;genev A68;;;48,5;380;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;Prospecteur;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS56098;27/04/2009;00H57;;;PC1;A;A3;;;;375;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;C;;0;FS77815;27/04/2009;01H01;;;PC1;A;3D;;;;390;;;;PROG PERS;FRP;FR;83;HYERES;ad;;;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77824;27/04/2009;01H08;;;PC1;A;A86;;;49;395;;;;PROG PERS;FRP;FR;83;HYERES;ad;249;w hors terrier;;;;;;1;;;;;;;;;;;
FSHY002;GILLET, Pascal;Port-Cros;LEGRAND, Jerome;;PUFYEL;B;;0;FS77825;27/04/2009;01H31;;;PC1;A;82;;;49,6;402;;;;PROG PERS;FRP;FR;83;HYERES;ad;240;;;;;;;1;;;;;;;;;;;
